time,open,high,low,close,volume,number_ticks,high_time,low_time,open_bid_slippage,open_ask_slippage
2014-01-10 13:29:35+00:00,1.357855,1.36637,1.357355,1.366055,0,1770,2014-01-10 13:34:28+00:00,2014-01-10 13:29:52+00:00,1.35773,1.35785
2014-01-10 13:34:33+00:00,1.365845,1.36642,1.364075,1.36408,0,545,2014-01-10 13:34:42+00:00,2014-01-10 13:38:10+00:00,1.3660999999999999,1.36588
2014-01-10 13:38:10+00:00,1.36412,1.3682750000000001,1.36232,1.368265,0,2065,2014-01-10 15:04:03+00:00,2014-01-10 13:43:34+00:00,1.36415,1.36394
2014-01-10 15:04:03+00:00,1.36826,1.36872,1.3656549999999998,1.366875,0,1502,2014-01-10 15:08:01+00:00,2014-01-10 17:25:49+00:00,1.36825,1.36815
2014-01-13 00:02:55+00:00,1.36691,1.368475,1.36491,1.364935,0,2013,2014-01-13 03:59:06+00:00,2014-01-13 13:16:41+00:00,1.36688,1.36687
2014-01-13 13:16:41+00:00,1.364965,1.368225,1.363745,1.368225,0,2545,2014-01-14 08:25:16+00:00,2014-01-13 13:38:06+00:00,1.36494,1.3649
2014-01-14 08:25:17+00:00,1.36818,1.369945,1.368155,1.36834,0,782,2014-01-14 08:30:41+00:00,2014-01-14 08:25:17+00:00,1.36814,1.36819
2014-01-14 08:59:47+00:00,1.368385,1.368965,1.3581400000000001,1.35863,0,6792,2014-01-14 15:59:32+00:00,2014-01-15 15:01:14+00:00,1.36835,1.36836
2014-01-16 00:32:28+00:00,1.35862,1.36054,1.358595,1.36054,0,418,2014-01-16 01:06:52+00:00,2014-01-16 00:32:30+00:00,1.35868,1.35866
2014-01-16 01:06:52+00:00,1.36046,1.36184,1.36046,1.36184,0,284,2014-01-16 01:24:17+00:00,2014-01-16 01:06:52+00:00,1.36051,1.36049
2014-01-16 01:24:17+00:00,1.361675,1.364795,1.359365,1.36478,0,2202,2014-01-16 14:05:16+00:00,2014-01-16 13:16:03+00:00,1.36194,1.36168
2014-01-16 14:05:16+00:00,1.364765,1.36497,1.359045,1.35906,0,637,2014-01-16 14:06:01+00:00,2014-01-16 17:02:23+00:00,1.36479,1.36476
2014-01-16 17:02:26+00:00,1.3590550000000001,1.362155,1.35831,1.360525,0,1940,2014-01-16 21:46:05+00:00,2014-01-16 17:10:20+00:00,1.35904,1.35907
2014-01-17 08:09:23+00:00,1.360475,1.3609200000000001,1.35653,1.3581599999999998,0,1734,2014-01-17 09:30:11+00:00,2014-01-17 13:30:15+00:00,1.36046,1.36049
2014-01-17 14:55:07+00:00,1.358215,1.35861,1.35171,1.35292,0,2869,2014-01-17 14:55:49+00:00,2014-01-17 18:21:46+00:00,1.3582,1.35825
2014-01-19 23:07:50+00:00,1.3529149999999999,1.353065,1.350775,1.352475,0,1366,2014-01-19 23:26:28+00:00,2014-01-20 00:27:00+00:00,1.35288,1.3529499999999999
2014-01-20 01:47:23+00:00,1.3524850000000002,1.354355,1.352445,1.354355,0,887,2014-01-20 07:40:18+00:00,2014-01-20 01:48:58+00:00,1.35246,1.35247
2014-01-20 07:40:20+00:00,1.354335,1.356795,1.352515,1.3525749999999999,0,4146,2014-01-20 16:21:35+00:00,2014-01-21 10:00:43+00:00,1.3543,1.35436
2014-01-21 10:00:43+00:00,1.35252,1.3575949999999999,1.351645,1.35758,0,2105,2014-01-22 03:25:49+00:00,2014-01-21 12:02:11+00:00,1.35256,1.35254
2014-01-22 03:25:49+00:00,1.35753,1.358005,1.3543349999999998,1.354345,0,799,2014-01-22 03:27:48+00:00,2014-01-22 07:56:30+00:00,1.35757,1.3575599999999999
2014-01-22 07:56:30+00:00,1.354355,1.35836,1.35305,1.35599,0,2781,2014-01-22 13:54:04+00:00,2014-01-23 00:49:41+00:00,1.35434,1.35435
2014-01-23 07:40:01+00:00,1.3559450000000002,1.3571550000000001,1.3559450000000002,1.3571550000000001,0,302,2014-01-23 07:47:48+00:00,2014-01-23 07:40:01+00:00,1.35596,1.3559700000000001
2014-01-23 07:47:49+00:00,1.35716,1.3577400000000002,1.356835,1.357075,0,284,2014-01-23 07:50:23+00:00,2014-01-23 07:48:21+00:00,1.35713,1.3571900000000001
2014-01-23 07:53:53+00:00,1.35707,1.3625500000000001,1.35707,1.36191,0,1745,2014-01-23 08:30:15+00:00,2014-01-23 07:53:53+00:00,1.35704,1.3571
2014-01-23 08:31:54+00:00,1.36215,1.3642349999999999,1.36165,1.36419,0,341,2014-01-23 08:39:53+00:00,2014-01-23 08:34:44+00:00,1.36218,1.3621699999999999
2014-01-23 08:39:53+00:00,1.36394,1.3698649999999999,1.362495,1.369845,0,4959,2014-01-23 19:58:42+00:00,2014-01-23 09:05:20+00:00,1.36422,1.3639700000000001
2014-01-24 06:16:31+00:00,1.3698549999999998,1.3739599999999998,1.366265,1.369605,0,4623,2014-01-24 11:38:34+00:00,2014-01-24 09:19:09+00:00,1.3698299999999999,1.36985
2014-01-27 07:34:24+00:00,1.3695599999999999,1.3716650000000001,1.365785,1.36585,0,2310,2014-01-27 09:20:09+00:00,2014-01-27 12:48:28+00:00,1.36962,1.3696
2014-01-27 12:48:28+00:00,1.3662999999999998,1.3688449999999999,1.365325,1.36575,0,2406,2014-01-28 06:50:13+00:00,2014-01-27 13:18:39+00:00,1.36628,1.36566
2014-01-28 08:39:57+00:00,1.365825,1.3666,1.3640349999999999,1.3640349999999999,0,652,2014-01-28 09:02:31+00:00,2014-01-28 10:05:56+00:00,1.3658000000000001,1.36578
2014-01-28 10:05:56+00:00,1.3640400000000001,1.368595,1.362905,1.3660100000000002,0,2354,2014-01-28 14:30:54+00:00,2014-01-28 10:15:18+00:00,1.36402,1.36398
2014-01-29 01:10:05+00:00,1.36602,1.3684,1.364755,1.3684,0,1458,2014-01-29 09:14:16+00:00,2014-01-29 03:47:05+00:00,1.36598,1.36606
2014-01-29 09:14:17+00:00,1.368405,1.368475,1.364805,1.364805,0,315,2014-01-29 09:14:57+00:00,2014-01-29 12:25:34+00:00,1.36841,1.36844
2014-01-29 12:25:35+00:00,1.364765,1.364765,1.363485,1.36349,0,236,2014-01-29 12:25:35+00:00,2014-01-29 12:29:55+00:00,1.36475,1.36457
2014-01-29 12:29:55+00:00,1.3637000000000001,1.36416,1.361315,1.361315,0,1080,2014-01-29 12:33:16+00:00,2014-01-29 13:14:27+00:00,1.36368,1.36352
2014-01-29 13:14:27+00:00,1.361335,1.364865,1.3603049999999999,1.364865,0,837,2014-01-29 14:07:45+00:00,2014-01-29 13:15:46+00:00,1.36132,1.36125
2014-01-29 14:07:46+00:00,1.3648150000000001,1.36756,1.3638599999999999,1.364085,0,2434,2014-01-29 14:30:45+00:00,2014-01-29 19:02:36+00:00,1.36478,1.36479
2014-01-30 07:16:29+00:00,1.36415,1.36428,1.36268,1.3626800000000001,0,518,2014-01-30 07:19:41+00:00,2014-01-30 07:35:11+00:00,1.36411,1.36412
2014-01-30 07:35:11+00:00,1.36268,1.3631950000000002,1.357685,1.357715,0,2765,2014-01-30 07:43:41+00:00,2014-01-30 13:01:36+00:00,1.36265,1.3627099999999999
2014-01-30 13:01:36+00:00,1.35773,1.358625,1.354365,1.35437,0,1923,2014-01-30 13:30:25+00:00,2014-01-30 16:34:28+00:00,1.35779,1.3577
2014-01-30 16:34:28+00:00,1.354375,1.35587,1.353925,1.35395,0,1608,2014-01-31 00:13:46+00:00,2014-01-31 06:59:29+00:00,1.3544100000000001,1.35438
2014-01-31 06:59:29+00:00,1.353925,1.35736,1.35158,1.35158,0,2156,2014-01-31 11:38:54+00:00,2014-01-31 13:10:27+00:00,1.35392,1.35396
2014-01-31 13:10:27+00:00,1.35161,1.35215,1.34979,1.34979,0,991,2014-01-31 13:20:37+00:00,2014-01-31 13:51:11+00:00,1.35159,1.35161
2014-01-31 13:51:12+00:00,1.34981,1.35188,1.348555,1.348555,0,715,2014-01-31 13:57:09+00:00,2014-01-31 14:57:39+00:00,1.34978,1.34974
2014-01-31 14:57:39+00:00,1.348585,1.35092,1.3479100000000002,1.348515,0,817,2014-01-31 18:06:57+00:00,2014-01-31 15:54:43+00:00,1.34855,1.3485800000000001
2014-02-02 22:32:59+00:00,1.34854,1.352325,1.3477,1.351935,0,3170,2014-02-03 15:02:45+00:00,2014-02-03 07:54:22+00:00,1.3485,1.3485800000000001
2014-02-03 15:03:02+00:00,1.35193,1.35356,1.34997,1.35109,0,2035,2014-02-03 16:22:03+00:00,2014-02-03 15:35:28+00:00,1.35196,1.35193
2014-02-04 02:38:34+00:00,1.35109,1.35316,1.3504049999999999,1.353155,0,591,2014-02-04 06:13:23+00:00,2014-02-04 04:20:37+00:00,1.35106,1.3511199999999999
2014-02-04 06:13:23+00:00,1.35304,1.353885,1.35033,1.35034,0,758,2014-02-04 06:14:33+00:00,2014-02-04 08:15:48+00:00,1.35313,1.35306
2014-02-04 08:15:48+00:00,1.35033,1.35036,1.349615,1.349615,0,219,2014-02-04 08:15:48+00:00,2014-02-04 08:20:02+00:00,1.35033,1.35027
2014-02-04 08:20:03+00:00,1.3495750000000002,1.355565,1.349345,1.352,0,5151,2014-02-05 13:21:50+00:00,2014-02-04 08:20:22+00:00,1.3496000000000001,1.34944
2014-02-06 05:06:52+00:00,1.352015,1.3535650000000001,1.350645,1.35263,0,1125,2014-02-06 12:45:13+00:00,2014-02-06 12:44:55+00:00,1.35198,1.35201
2014-02-06 12:45:27+00:00,1.3528099999999998,1.3533300000000001,1.349195,1.34921,0,536,2014-02-06 12:45:58+00:00,2014-02-06 12:53:49+00:00,1.35273,1.35275
2014-02-06 12:53:49+00:00,1.3492899999999999,1.3547150000000001,1.3482850000000002,1.3547150000000001,0,863,2014-02-06 13:34:42+00:00,2014-02-06 13:32:10+00:00,1.34927,1.3491900000000001
2014-02-06 13:34:42+00:00,1.3544649999999998,1.35978,1.35408,1.35978,0,2393,2014-02-06 13:50:21+00:00,2014-02-06 13:34:53+00:00,1.35472,1.3545099999999999
2014-02-06 13:50:21+00:00,1.3596949999999999,1.3619050000000001,1.356335,1.356515,0,3160,2014-02-06 14:15:44+00:00,2014-02-07 08:30:43+00:00,1.35979,1.3597299999999999
2014-02-07 08:32:23+00:00,1.35657,1.3567550000000002,1.3555549999999998,1.35557,0,334,2014-02-07 08:32:43+00:00,2014-02-07 08:35:24+00:00,1.35654,1.35651
2014-02-07 08:35:24+00:00,1.3556249999999999,1.364335,1.355205,1.363385,0,1249,2014-02-07 13:30:27+00:00,2014-02-07 08:35:48+00:00,1.35559,1.35557
2014-02-07 13:30:57+00:00,1.36333,1.363705,1.35771,1.363705,0,2592,2014-02-07 20:48:04+00:00,2014-02-07 14:00:56+00:00,1.36342,1.3633600000000001
2014-02-07 20:48:04+00:00,1.36369,1.364055,1.361775,1.36299,0,1181,2014-02-07 20:49:01+00:00,2014-02-09 22:20:00+00:00,1.36374,1.36371
2014-02-10 01:12:02+00:00,1.363,1.36625,1.3620649999999999,1.3662100000000001,0,2085,2014-02-11 00:43:01+00:00,2014-02-10 05:18:16+00:00,1.36297,1.36304
2014-02-11 00:43:01+00:00,1.3661400000000001,1.3676949999999999,1.36585,1.3676949999999999,0,467,2014-02-11 00:50:26+00:00,2014-02-11 00:43:25+00:00,1.3662,1.3662
2014-02-11 00:50:27+00:00,1.367685,1.367855,1.3656350000000002,1.3656350000000002,0,728,2014-02-11 01:05:17+00:00,2014-02-11 06:18:05+00:00,1.36768,1.36771
2014-02-11 06:18:06+00:00,1.36566,1.368315,1.36566,1.36652,0,513,2014-02-11 08:28:04+00:00,2014-02-11 06:18:06+00:00,1.36567,1.36569
2014-02-11 13:33:30+00:00,1.3673449999999998,1.3678750000000002,1.363585,1.3635950000000001,0,663,2014-02-11 13:33:41+00:00,2014-02-11 14:13:29+00:00,1.3673,1.3673899999999999
2014-02-11 14:13:38+00:00,1.36357,1.367985,1.3605399999999999,1.3605399999999999,0,2942,2014-02-11 16:26:54+00:00,2014-02-12 11:36:35+00:00,1.36354,1.36358
2014-02-12 11:36:36+00:00,1.3604850000000002,1.36063,1.35929,1.359295,0,251,2014-02-12 11:37:53+00:00,2014-02-12 11:38:58+00:00,1.36052,1.36035
2014-02-12 11:38:58+00:00,1.359315,1.35978,1.356905,1.356905,0,1252,2014-02-12 11:43:32+00:00,2014-02-12 12:37:52+00:00,1.35928,1.3593199999999999
2014-02-12 12:37:53+00:00,1.3569149999999999,1.3571550000000001,1.35642,1.35705,0,272,2014-02-12 12:46:41+00:00,2014-02-12 12:39:45+00:00,1.3569,1.35693
2014-02-12 12:46:53+00:00,1.357125,1.359885,1.35622,1.359505,0,1248,2014-02-12 22:46:27+00:00,2014-02-12 14:21:38+00:00,1.35711,1.35714
2014-02-13 00:38:18+00:00,1.35951,1.360775,1.35932,1.360775,0,592,2014-02-13 02:00:39+00:00,2014-02-13 00:39:39+00:00,1.35948,1.35954
2014-02-13 02:00:40+00:00,1.36079,1.366255,1.3606850000000001,1.366255,0,1869,2014-02-13 09:23:31+00:00,2014-02-13 02:13:25+00:00,1.36076,1.36082
2014-02-13 09:23:32+00:00,1.36629,1.36763,1.36584,1.36762,0,628,2014-02-13 09:30:53+00:00,2014-02-13 09:28:04+00:00,1.3663,1.3663
2014-02-13 09:30:53+00:00,1.36761,1.36866,1.366565,1.36773,0,714,2014-02-13 09:49:38+00:00,2014-02-13 09:35:35+00:00,1.36761,1.3676300000000001
2014-02-13 09:51:28+00:00,1.36774,1.370575,1.365745,1.370575,0,2560,2014-02-14 07:31:19+00:00,2014-02-13 12:14:52+00:00,1.36778,1.36778
2014-02-14 07:31:20+00:00,1.370565,1.371485,1.3682349999999999,1.36982,0,1290,2014-02-14 12:23:02+00:00,2014-02-14 09:42:35+00:00,1.37056,1.37058
2014-02-16 23:15:54+00:00,1.3698299999999999,1.37229,1.369535,1.37229,0,1108,2014-02-17 01:59:32+00:00,2014-02-16 23:18:58+00:00,1.36979,1.3698299999999999
2014-02-17 01:59:32+00:00,1.372195,1.3724150000000002,1.3692199999999999,1.37096,0,2036,2014-02-17 02:01:36+00:00,2014-02-17 14:22:16+00:00,1.37226,1.37221
2014-02-18 02:59:28+00:00,1.370955,1.372675,1.37035,1.372675,0,904,2014-02-18 09:06:49+00:00,2014-02-18 05:49:49+00:00,1.37093,1.3709799999999999
2014-02-18 09:06:49+00:00,1.372645,1.3761649999999999,1.3711799999999998,1.3761649999999999,0,2093,2014-02-18 14:11:46+00:00,2014-02-18 10:00:07+00:00,1.37268,1.37267
2014-02-18 14:11:46+00:00,1.3760249999999998,1.3773300000000002,1.37493,1.3752,0,2085,2014-02-19 00:32:15+00:00,2014-02-18 15:59:42+00:00,1.37625,1.37605
2014-02-19 09:29:45+00:00,1.3751950000000002,1.376225,1.373825,1.3739,0,894,2014-02-19 16:13:03+00:00,2014-02-19 19:02:50+00:00,1.37517,1.37521
2014-02-19 19:03:12+00:00,1.3739,1.375335,1.37245,1.375275,0,2031,2014-02-20 02:53:34+00:00,2014-02-19 19:21:53+00:00,1.37386,1.37389
2014-02-20 02:53:34+00:00,1.375115,1.37626,1.3729550000000001,1.372965,0,863,2014-02-20 06:26:07+00:00,2014-02-20 07:45:33+00:00,1.3753199999999999,1.37513
2014-02-20 07:45:33+00:00,1.373,1.373755,1.3685900000000002,1.370005,0,1418,2014-02-20 07:53:23+00:00,2014-02-20 08:28:12+00:00,1.37298,1.37298
2014-02-20 08:29:20+00:00,1.36999,1.373755,1.36878,1.373755,0,2890,2014-02-21 14:53:33+00:00,2014-02-20 16:58:00+00:00,1.37002,1.37002
2014-02-21 14:53:34+00:00,1.37376,1.37541,1.37376,1.37541,0,620,2014-02-21 15:01:47+00:00,2014-02-21 14:53:34+00:00,1.37379,1.37379
2014-02-21 15:01:47+00:00,1.37535,1.3758599999999999,1.373245,1.3732950000000002,0,446,2014-02-21 15:05:09+00:00,2014-02-21 16:06:34+00:00,1.37539,1.37539
2014-02-21 16:06:34+00:00,1.373255,1.3746,1.372135,1.37335,0,1239,2014-02-21 20:11:46+00:00,2014-02-21 17:01:51+00:00,1.37334,1.37328
2014-02-24 01:19:53+00:00,1.373375,1.37718,1.3728449999999999,1.3761450000000002,0,1723,2014-02-24 09:00:22+00:00,2014-02-24 01:52:36+00:00,1.37334,1.37339
2014-02-24 09:13:30+00:00,1.376155,1.37652,1.37271,1.37271,0,339,2014-02-24 10:37:11+00:00,2014-02-24 12:00:53+00:00,1.37613,1.3761700000000001
2014-02-24 12:00:53+00:00,1.3727749999999999,1.375295,1.370845,1.375295,0,2581,2014-02-25 08:01:42+00:00,2014-02-24 15:01:12+00:00,1.37276,1.37272
2014-02-25 08:01:42+00:00,1.37518,1.376715,1.3741949999999998,1.37596,0,969,2014-02-25 14:37:10+00:00,2014-02-25 11:56:46+00:00,1.37534,1.37521
2014-02-25 14:42:01+00:00,1.3759350000000001,1.37637,1.37162,1.37162,0,504,2014-02-25 15:00:58+00:00,2014-02-25 15:23:35+00:00,1.37592,1.37595
2014-02-25 15:23:36+00:00,1.371645,1.37481,1.3715549999999999,1.37481,0,342,2014-02-25 16:04:03+00:00,2014-02-25 15:23:41+00:00,1.37172,1.3716599999999999
2014-02-25 16:04:09+00:00,1.3750749999999998,1.375745,1.373355,1.373775,0,1428,2014-02-26 09:10:34+00:00,2014-02-26 08:08:51+00:00,1.37503,1.37512
2014-02-26 10:35:59+00:00,1.37372,1.373885,1.372485,1.37253,0,141,2014-02-26 11:17:36+00:00,2014-02-26 12:20:45+00:00,1.37368,1.37375
2014-02-26 12:20:55+00:00,1.3725450000000001,1.373125,1.3677,1.3677,0,2282,2014-02-26 13:03:38+00:00,2014-02-26 14:52:38+00:00,1.3725800000000001,1.37242
2014-02-26 14:52:39+00:00,1.3676249999999999,1.37066,1.36432,1.37066,0,4879,2014-02-27 16:14:30+00:00,2014-02-27 09:11:19+00:00,1.36762,1.36762
2014-02-27 16:14:30+00:00,1.37056,1.37266,1.36974,1.36974,0,2191,2014-02-27 17:00:30+00:00,2014-02-28 04:53:20+00:00,1.37064,1.37048
2014-02-28 04:53:20+00:00,1.369805,1.3724150000000002,1.36941,1.3724150000000002,0,700,2014-02-28 07:40:22+00:00,2014-02-28 05:39:18+00:00,1.36977,1.3697599999999999
2014-02-28 07:40:25+00:00,1.37237,1.37318,1.3705699999999998,1.37263,0,584,2014-02-28 09:56:51+00:00,2014-02-28 08:03:45+00:00,1.37235,1.37239
2014-02-28 09:58:18+00:00,1.3726099999999999,1.37708,1.37238,1.377035,0,325,2014-02-28 10:01:40+00:00,2014-02-28 09:59:24+00:00,1.37257,1.37263
2014-02-28 10:01:40+00:00,1.37706,1.38128,1.37693,1.38128,0,2015,2014-02-28 10:25:10+00:00,2014-02-28 10:01:46+00:00,1.37705,1.37709
2014-02-28 10:25:10+00:00,1.381215,1.382485,1.3771200000000001,1.37827,0,2486,2014-02-28 20:00:08+00:00,2014-03-02 22:51:58+00:00,1.38126,1.38125
2014-03-03 00:02:33+00:00,1.37824,1.3792749999999998,1.3758949999999999,1.375915,0,1936,2014-03-03 06:21:35+00:00,2014-03-03 12:28:59+00:00,1.3783400000000001,1.37828
2014-03-03 12:28:59+00:00,1.37591,1.377665,1.37438,1.37439,0,1030,2014-03-03 16:25:27+00:00,2014-03-03 17:58:43+00:00,1.37591,1.37592
2014-03-03 17:58:43+00:00,1.3744049999999999,1.3744450000000001,1.372095,1.37421,0,2098,2014-03-03 18:38:35+00:00,2014-03-04 01:52:48+00:00,1.37438,1.37442
2014-03-04 06:04:16+00:00,1.374215,1.375795,1.374145,1.375795,0,134,2014-03-04 06:04:57+00:00,2014-03-04 06:04:22+00:00,1.37418,1.37421
2014-03-04 06:04:57+00:00,1.3756650000000001,1.37736,1.3744450000000001,1.374455,0,1596,2014-03-04 08:14:36+00:00,2014-03-04 09:07:59+00:00,1.37581,1.3757
2014-03-04 09:07:59+00:00,1.374455,1.37816,1.374165,1.374285,0,646,2014-03-04 13:43:29+00:00,2014-03-04 15:22:58+00:00,1.37446,1.37447
2014-03-04 15:23:11+00:00,1.37429,1.374845,1.3709250000000002,1.371225,0,2095,2014-03-04 15:45:40+00:00,2014-03-05 10:14:31+00:00,1.37429,1.37432
2014-03-05 10:14:31+00:00,1.3709449999999999,1.371505,1.37075,1.37131,0,335,2014-03-05 10:14:49+00:00,2014-03-05 10:17:55+00:00,1.37121,1.37094
2014-03-05 10:22:00+00:00,1.37135,1.373355,1.37133,1.373355,0,354,2014-03-05 13:14:51+00:00,2014-03-05 10:22:50+00:00,1.37133,1.37137
2014-03-05 13:14:51+00:00,1.373335,1.3749250000000002,1.370795,1.37435,0,1898,2014-03-05 13:17:58+00:00,2014-03-05 13:41:00+00:00,1.37327,1.3734
2014-03-06 11:54:59+00:00,1.3743400000000001,1.375815,1.3743400000000001,1.375745,0,255,2014-03-06 12:01:33+00:00,2014-03-06 11:54:59+00:00,1.3743,1.37438
2014-03-06 12:01:33+00:00,1.375775,1.37663,1.374825,1.3749500000000001,0,486,2014-03-06 12:01:47+00:00,2014-03-06 12:04:22+00:00,1.37583,1.37575
2014-03-06 12:08:55+00:00,1.37487,1.38101,1.37271,1.3801350000000001,0,1510,2014-03-06 13:45:53+00:00,2014-03-06 12:45:06+00:00,1.37485,1.37488
2014-03-06 13:46:14+00:00,1.3802750000000001,1.380725,1.37886,1.37886,0,871,2014-03-06 13:47:13+00:00,2014-03-06 13:52:34+00:00,1.38026,1.38019
2014-03-06 13:52:35+00:00,1.378865,1.38548,1.37864,1.3854,0,2307,2014-03-06 15:01:04+00:00,2014-03-06 13:53:54+00:00,1.37887,1.37891
2014-03-06 15:01:04+00:00,1.38548,1.38582,1.3833449999999998,1.38489,0,452,2014-03-06 16:05:31+00:00,2014-03-06 15:57:36+00:00,1.38544,1.38518
2014-03-06 16:06:42+00:00,1.38485,1.38731,1.3842,1.3859400000000002,0,1284,2014-03-06 17:20:25+00:00,2014-03-06 16:11:15+00:00,1.3848099999999999,1.38484
2014-03-07 00:05:14+00:00,1.3859750000000002,1.38784,1.385555,1.38784,0,1263,2014-03-07 09:12:56+00:00,2014-03-07 03:44:29+00:00,1.38594,1.38598
