time,open,high,low,close,volume,high_time,low_time,open_bid_slippage,open_ask_slippage
2014-01-06 10:46:17+00:00,1.36211,1.362965,1.3595549999999998,1.36259,0,2014-01-06 15:01:08+00:00,2014-01-06 14:01:41+00:00,1.36208,1.36208
2014-01-06 15:01:26+00:00,1.3626,1.36346,1.3621750000000001,1.3623850000000002,0,2014-01-06 15:03:39+00:00,2014-01-06 15:02:08+00:00,1.3626,1.36261
2014-01-06 15:13:45+00:00,1.362365,1.364095,1.36197,1.364095,0,2014-01-06 15:55:54+00:00,2014-01-06 15:30:57+00:00,1.36234,1.36239
2014-01-06 15:55:54+00:00,1.364115,1.36514,1.3639649999999999,1.365085,0,2014-01-06 16:23:55+00:00,2014-01-06 16:08:05+00:00,1.36408,1.36399
2014-01-06 16:23:56+00:00,1.3650250000000002,1.365325,1.36269,1.3629850000000001,0,2014-01-06 18:09:19+00:00,2014-01-06 21:55:11+00:00,1.3651,1.36504
2014-01-06 22:12:29+00:00,1.363,1.36355,1.362555,1.3626,0,2014-01-06 22:57:41+00:00,2014-01-07 00:34:40+00:00,1.36295,1.36306
2014-01-07 00:35:46+00:00,1.3626,1.363205,1.362055,1.3620649999999999,0,2014-01-07 02:20:45+00:00,2014-01-07 00:53:23+00:00,1.36258,1.36262
2014-01-07 06:06:53+00:00,1.36205,1.362725,1.36105,1.36161,0,2014-01-07 07:04:09+00:00,2014-01-07 06:27:04+00:00,1.36201,1.36209
2014-01-07 08:01:55+00:00,1.361425,1.36443,1.3612950000000001,1.364295,0,2014-01-07 10:46:33+00:00,2014-01-07 08:02:31+00:00,1.3614,1.36145
2014-01-07 10:46:49+00:00,1.364285,1.36517,1.36346,1.36517,0,2014-01-07 12:14:34+00:00,2014-01-07 11:53:32+00:00,1.36425,1.36432
2014-01-07 12:14:35+00:00,1.3652,1.3656350000000002,1.3609149999999999,1.36105,0,2014-01-07 12:16:18+00:00,2014-01-07 15:03:50+00:00,1.36518,1.3652
2014-01-07 15:03:56+00:00,1.36104,1.361045,1.3596849999999998,1.360105,0,2014-01-07 15:03:56+00:00,2014-01-07 15:08:51+00:00,1.36102,1.361
2014-01-07 15:11:20+00:00,1.35999,1.36402,1.35967,1.361085,0,2014-01-07 17:26:25+00:00,2014-01-07 15:11:40+00:00,1.36007,1.36001
2014-01-07 22:24:23+00:00,1.3613,1.3617949999999999,1.360515,1.360765,0,2014-01-07 23:59:51+00:00,2014-01-08 00:22:36+00:00,1.36125,1.36135
2014-01-08 00:24:25+00:00,1.3607900000000002,1.3626800000000001,1.360525,1.3624550000000002,0,2014-01-08 01:32:54+00:00,2014-01-08 00:42:00+00:00,1.36077,1.36079
2014-01-08 01:33:52+00:00,1.36243,1.36327,1.362025,1.36227,0,2014-01-08 01:48:38+00:00,2014-01-08 03:17:22+00:00,1.3624100000000001,1.3624399999999999
2014-01-08 03:25:45+00:00,1.3622649999999998,1.363515,1.36104,1.361175,0,2014-01-08 05:10:03+00:00,2014-01-08 08:08:40+00:00,1.36225,1.36228
2014-01-08 08:10:26+00:00,1.36117,1.36117,1.359805,1.360665,0,2014-01-08 08:10:26+00:00,2014-01-08 09:35:56+00:00,1.36115,1.3611900000000001
2014-01-08 10:00:06+00:00,1.36066,1.360725,1.35862,1.35862,0,2014-01-08 10:00:07+00:00,2014-01-08 10:37:26+00:00,1.36067,1.36063
2014-01-08 10:37:27+00:00,1.358635,1.3593199999999999,1.358005,1.35906,0,2014-01-08 12:30:36+00:00,2014-01-08 11:00:22+00:00,1.3586,1.35866
2014-01-08 12:52:53+00:00,1.359135,1.359775,1.35734,1.35785,0,2014-01-08 13:13:25+00:00,2014-01-08 13:16:42+00:00,1.3591199999999999,1.35915
2014-01-08 13:17:11+00:00,1.35782,1.361335,1.356745,1.361105,0,2014-01-08 15:03:15+00:00,2014-01-08 13:18:57+00:00,1.35782,1.35766
2014-01-08 15:05:42+00:00,1.361245,1.361805,1.35583,1.3563999999999998,0,2014-01-08 15:06:06+00:00,2014-01-08 17:25:27+00:00,1.36123,1.3612600000000001
2014-01-08 17:42:00+00:00,1.356385,1.357285,1.3555199999999998,1.35575,0,2014-01-08 18:59:40+00:00,2014-01-08 19:05:57+00:00,1.35637,1.3564
2014-01-08 19:06:45+00:00,1.3558750000000002,1.358645,1.355345,1.356745,0,2014-01-08 20:32:40+00:00,2014-01-08 19:09:30+00:00,1.35585,1.35589
2014-01-09 00:04:06+00:00,1.356765,1.35786,1.356765,1.3575650000000001,0,2014-01-09 01:24:57+00:00,2014-01-09 00:04:06+00:00,1.35678,1.35679
2014-01-09 01:52:23+00:00,1.35776,1.35881,1.3571,1.35881,0,2014-01-09 05:50:11+00:00,2014-01-09 02:07:33+00:00,1.35773,1.35779
2014-01-09 05:50:12+00:00,1.358775,1.359765,1.3587250000000002,1.3597549999999998,0,2014-01-09 07:14:41+00:00,2014-01-09 05:58:22+00:00,1.35876,1.35881
2014-01-09 07:14:41+00:00,1.35976,1.36076,1.359365,1.36033,0,2014-01-09 08:30:26+00:00,2014-01-09 08:19:32+00:00,1.3597299999999999,1.35978
2014-01-09 08:30:52+00:00,1.36028,1.3617400000000002,1.36017,1.3616000000000001,0,2014-01-09 09:05:22+00:00,2014-01-09 08:34:18+00:00,1.3603100000000001,1.3602699999999999
2014-01-09 09:09:17+00:00,1.361485,1.3622,1.3596750000000002,1.36015,0,2014-01-09 09:16:57+00:00,2014-01-09 12:03:37+00:00,1.36145,1.36152
2014-01-09 12:44:58+00:00,1.360105,1.36332,1.3601,1.363305,0,2014-01-09 13:25:30+00:00,2014-01-09 12:45:06+00:00,1.3599999999999999,1.36021
2014-01-09 13:25:30+00:00,1.363275,1.36331,1.358595,1.35874,0,2014-01-09 13:32:51+00:00,2014-01-09 13:37:13+00:00,1.36328,1.36326
2014-01-09 13:37:17+00:00,1.358765,1.359725,1.35555,1.35578,0,2014-01-09 13:40:47+00:00,2014-01-09 13:49:38+00:00,1.3587799999999999,1.35881
2014-01-09 13:49:40+00:00,1.355705,1.35619,1.35486,1.355885,0,2014-01-09 13:51:28+00:00,2014-01-09 13:52:45+00:00,1.35575,1.3557000000000001
2014-01-09 13:54:01+00:00,1.35588,1.3608950000000002,1.3549449999999998,1.3606449999999999,0,2014-01-09 20:30:07+00:00,2014-01-09 14:13:13+00:00,1.35586,1.3559
2014-01-09 21:35:09+00:00,1.3606500000000001,1.361045,1.360155,1.36055,0,2014-01-10 00:36:43+00:00,2014-01-09 22:59:23+00:00,1.3606,1.36069
2014-01-10 01:07:02+00:00,1.3605800000000001,1.3618549999999998,1.36042,1.3615650000000001,0,2014-01-10 06:02:42+00:00,2014-01-10 02:20:53+00:00,1.36056,1.3606
2014-01-10 06:04:02+00:00,1.361555,1.3619750000000002,1.3594300000000001,1.3594300000000001,0,2014-01-10 06:27:34+00:00,2014-01-10 09:55:02+00:00,1.36154,1.3616
2014-01-10 09:55:04+00:00,1.35944,1.360045,1.3588,1.3588,0,2014-01-10 11:31:35+00:00,2014-01-10 12:18:24+00:00,1.35942,1.35946
2014-01-10 12:18:24+00:00,1.35874,1.3593350000000002,1.357355,1.357735,0,2014-01-10 12:24:50+00:00,2014-01-10 13:29:52+00:00,1.3587799999999999,1.35874
2014-01-10 13:29:56+00:00,1.35766,1.36505,1.3576100000000002,1.359385,0,2014-01-10 13:30:09+00:00,2014-01-10 13:29:58+00:00,1.35758,1.35779
2014-01-10 13:31:05+00:00,1.3592650000000002,1.364725,1.3591099999999998,1.3646,0,2014-01-10 13:32:25+00:00,2014-01-10 13:31:06+00:00,1.35933,1.35918
2014-01-10 13:32:29+00:00,1.36463,1.3654600000000001,1.3641999999999999,1.36493,0,2014-01-10 13:33:32+00:00,2014-01-10 13:32:46+00:00,1.36467,1.36455
2014-01-10 13:34:07+00:00,1.364925,1.36642,1.36486,1.365615,0,2014-01-10 13:34:42+00:00,2014-01-10 13:34:10+00:00,1.36505,1.36479
2014-01-10 13:36:06+00:00,1.36558,1.3656,1.363265,1.36328,0,2014-01-10 13:36:08+00:00,2014-01-10 13:38:53+00:00,1.3656,1.36548
2014-01-10 13:39:37+00:00,1.363295,1.363905,1.36232,1.363515,0,2014-01-10 13:40:48+00:00,2014-01-10 13:43:34+00:00,1.36341,1.36331
2014-01-10 13:45:05+00:00,1.363535,1.366425,1.362425,1.36621,0,2014-01-10 14:49:39+00:00,2014-01-10 14:11:46+00:00,1.36354,1.36354
2014-01-10 14:49:58+00:00,1.366195,1.36792,1.365595,1.367515,0,2014-01-10 14:56:26+00:00,2014-01-10 14:50:37+00:00,1.36616,1.36623
2014-01-10 14:56:49+00:00,1.36751,1.36872,1.36737,1.36822,0,2014-01-10 15:08:01+00:00,2014-01-10 14:59:26+00:00,1.3675,1.36753
2014-01-10 15:08:49+00:00,1.368245,1.36855,1.3656549999999998,1.367245,0,2014-01-10 15:26:00+00:00,2014-01-10 17:25:49+00:00,1.3682,1.36826
2014-01-10 19:20:50+00:00,1.3671950000000002,1.3677000000000001,1.365895,1.366505,0,2014-01-12 22:22:02+00:00,2014-01-10 20:00:01+00:00,1.36717,1.36724
2014-01-12 23:11:23+00:00,1.366485,1.367335,1.36618,1.36655,0,2014-01-12 23:59:53+00:00,2014-01-13 00:57:02+00:00,1.36645,1.36652
2014-01-13 01:07:51+00:00,1.366545,1.36752,1.366295,1.36734,0,2014-01-13 01:38:56+00:00,2014-01-13 01:59:29+00:00,1.36652,1.36657
2014-01-13 02:16:59+00:00,1.3673600000000001,1.368475,1.3673600000000001,1.3682750000000001,0,2014-01-13 03:59:06+00:00,2014-01-13 02:16:59+00:00,1.36734,1.36738
2014-01-13 04:01:28+00:00,1.3683,1.368325,1.365675,1.365715,0,2014-01-13 04:27:05+00:00,2014-01-13 09:19:36+00:00,1.36825,1.36835
2014-01-13 09:28:10+00:00,1.36572,1.366975,1.36425,1.364325,0,2014-01-13 12:15:28+00:00,2014-01-13 13:19:16+00:00,1.3657,1.36574
2014-01-13 13:19:17+00:00,1.36433,1.3653,1.363745,1.365055,0,2014-01-13 14:30:02+00:00,2014-01-13 13:38:06+00:00,1.3643100000000001,1.3643
2014-01-13 14:30:29+00:00,1.365005,1.3676949999999999,1.3647749999999998,1.366685,0,2014-01-13 19:48:58+00:00,2014-01-13 18:28:15+00:00,1.36498,1.36503
2014-01-14 00:09:38+00:00,1.36661,1.36704,1.36564,1.365715,0,2014-01-14 00:57:17+00:00,2014-01-14 01:53:16+00:00,1.36657,1.36665
2014-01-14 01:55:16+00:00,1.36571,1.36705,1.3649149999999999,1.365425,0,2014-01-14 05:34:18+00:00,2014-01-14 07:19:27+00:00,1.36568,1.36574
2014-01-14 07:30:54+00:00,1.36543,1.36917,1.365425,1.368675,0,2014-01-14 08:25:36+00:00,2014-01-14 07:30:55+00:00,1.3654,1.3654600000000001
2014-01-14 08:26:16+00:00,1.368665,1.369945,1.36856,1.368805,0,2014-01-14 08:30:41+00:00,2014-01-14 08:29:40+00:00,1.36864,1.36869
2014-01-14 08:39:45+00:00,1.36877,1.369885,1.3673350000000002,1.3673350000000002,0,2014-01-14 08:45:47+00:00,2014-01-14 09:49:19+00:00,1.36878,1.36877
2014-01-14 09:49:19+00:00,1.3673250000000001,1.368965,1.365795,1.36816,0,2014-01-14 15:59:32+00:00,2014-01-14 13:30:05+00:00,1.36735,1.3673199999999999
2014-01-14 21:49:55+00:00,1.368085,1.368125,1.3666749999999999,1.3671449999999998,0,2014-01-14 21:49:59+00:00,2014-01-14 23:46:26+00:00,1.36804,1.36813
2014-01-15 00:39:11+00:00,1.367155,1.3673250000000001,1.36538,1.365385,0,2014-01-15 01:05:15+00:00,2014-01-15 01:34:29+00:00,1.36713,1.36718
2014-01-15 01:34:30+00:00,1.3654,1.36581,1.36341,1.3639649999999999,0,2014-01-15 01:36:50+00:00,2014-01-15 01:43:15+00:00,1.36545,1.36542
2014-01-15 01:43:32+00:00,1.363975,1.364495,1.3632650000000002,1.3632849999999999,0,2014-01-15 01:49:18+00:00,2014-01-15 03:19:11+00:00,1.36398,1.36401
2014-01-15 03:19:11+00:00,1.36327,1.364465,1.36274,1.362845,0,2014-01-15 07:59:37+00:00,2014-01-15 03:25:28+00:00,1.36324,1.36327
2014-01-15 08:29:22+00:00,1.36279,1.3629099999999998,1.361575,1.36161,0,2014-01-15 08:52:32+00:00,2014-01-15 09:02:08+00:00,1.36277,1.36281
2014-01-15 09:02:09+00:00,1.3615849999999998,1.362965,1.3608449999999999,1.362965,0,2014-01-15 10:13:00+00:00,2014-01-15 09:42:04+00:00,1.36162,1.36161
2014-01-15 10:13:04+00:00,1.36287,1.36292,1.360015,1.360085,0,2014-01-15 10:39:27+00:00,2014-01-15 13:30:20+00:00,1.36285,1.36289
2014-01-15 13:30:21+00:00,1.360105,1.360105,1.35867,1.3586749999999999,0,2014-01-15 13:30:21+00:00,2014-01-15 13:35:02+00:00,1.36009,1.36005
2014-01-15 13:35:03+00:00,1.358665,1.3610449999999998,1.358545,1.35856,0,2014-01-15 14:03:16+00:00,2014-01-15 13:36:22+00:00,1.3587799999999999,1.35869
2014-01-15 15:00:56+00:00,1.35854,1.360725,1.3581400000000001,1.3599549999999998,0,2014-01-15 21:25:01+00:00,2014-01-15 15:01:14+00:00,1.35853,1.35846
2014-01-15 23:35:02+00:00,1.3599350000000001,1.36003,1.358595,1.3588,0,2014-01-16 00:01:11+00:00,2014-01-16 00:32:30+00:00,1.35989,1.35998
2014-01-16 00:35:03+00:00,1.35879,1.361055,1.358635,1.36102,0,2014-01-16 01:14:55+00:00,2014-01-16 00:35:20+00:00,1.35877,1.35877
2014-01-16 01:15:30+00:00,1.361035,1.36222,1.360995,1.36197,0,2014-01-16 03:00:46+00:00,2014-01-16 01:15:52+00:00,1.361,1.36105
2014-01-16 03:29:43+00:00,1.362,1.36282,1.36059,1.36065,0,2014-01-16 06:23:22+00:00,2014-01-16 07:29:04+00:00,1.36195,1.36205
2014-01-16 07:29:09+00:00,1.360715,1.3627850000000001,1.359725,1.360495,0,2014-01-16 09:33:28+00:00,2014-01-16 08:41:00+00:00,1.36068,1.36075
2014-01-16 12:47:34+00:00,1.36025,1.3636,1.359365,1.36342,0,2014-01-16 14:00:26+00:00,2014-01-16 13:16:03+00:00,1.36026,1.3602699999999999
2014-01-16 14:01:04+00:00,1.3633549999999999,1.36497,1.3633549999999999,1.36386,0,2014-01-16 14:06:01+00:00,2014-01-16 14:01:04+00:00,1.36338,1.3633899999999999
2014-01-16 14:09:38+00:00,1.36389,1.3646449999999999,1.35883,1.35883,0,2014-01-16 15:09:17+00:00,2014-01-16 17:07:01+00:00,1.36392,1.36388
2014-01-16 17:07:01+00:00,1.358825,1.362155,1.35831,1.3615650000000001,0,2014-01-16 21:46:05+00:00,2014-01-16 17:10:20+00:00,1.35881,1.35883
2014-01-17 00:00:05+00:00,1.36154,1.362035,1.36097,1.3614000000000002,0,2014-01-17 01:29:02+00:00,2014-01-17 00:09:58+00:00,1.3615,1.36158
2014-01-17 01:52:00+00:00,1.36127,1.3621249999999998,1.35971,1.359725,0,2014-01-17 07:01:32+00:00,2014-01-17 07:33:09+00:00,1.36125,1.36129
2014-01-17 07:33:14+00:00,1.35964,1.36075,1.35939,1.35975,0,2014-01-17 08:16:51+00:00,2014-01-17 07:54:21+00:00,1.35967,1.35967
2014-01-17 08:44:50+00:00,1.35976,1.3609200000000001,1.35868,1.35874,0,2014-01-17 09:30:11+00:00,2014-01-17 13:12:17+00:00,1.35972,1.3598
2014-01-17 13:12:34+00:00,1.3587449999999999,1.35875,1.35662,1.356975,0,2014-01-17 13:12:34+00:00,2014-01-17 13:16:49+00:00,1.3587099999999999,1.3587799999999999
2014-01-17 13:17:29+00:00,1.35698,1.35834,1.35653,1.357735,0,2014-01-17 13:39:21+00:00,2014-01-17 13:30:15+00:00,1.35694,1.35699
2014-01-17 13:45:55+00:00,1.3577949999999999,1.35861,1.3556050000000002,1.35604,0,2014-01-17 14:55:49+00:00,2014-01-17 15:46:52+00:00,1.35778,1.35775
2014-01-17 15:47:34+00:00,1.35596,1.35681,1.35501,1.3550849999999999,0,2014-01-17 16:07:24+00:00,2014-01-17 16:59:19+00:00,1.35599,1.35598
2014-01-17 16:59:23+00:00,1.35509,1.355495,1.353415,1.35385,0,2014-01-17 17:03:24+00:00,2014-01-17 17:05:15+00:00,1.3550900000000001,1.3551199999999999
2014-01-17 17:08:06+00:00,1.3537400000000002,1.354325,1.3526349999999998,1.353315,0,2014-01-17 17:21:08+00:00,2014-01-17 17:30:42+00:00,1.35372,1.35376
2014-01-17 17:37:22+00:00,1.35332,1.353395,1.35171,1.35188,0,2014-01-17 17:39:09+00:00,2014-01-17 18:21:46+00:00,1.3532899999999999,1.35331
2014-01-17 18:21:54+00:00,1.35189,1.3537249999999998,1.351865,1.35288,0,2014-01-19 22:15:38+00:00,2014-01-17 18:21:59+00:00,1.35186,1.35192
2014-01-19 23:08:12+00:00,1.352875,1.353065,1.3516650000000001,1.3516650000000001,0,2014-01-19 23:26:28+00:00,2014-01-20 00:16:53+00:00,1.35284,1.35291
2014-01-20 00:16:54+00:00,1.35166,1.35199,1.350775,1.351225,0,2014-01-20 00:19:03+00:00,2014-01-20 00:27:00+00:00,1.3516599999999999,1.3517000000000001
2014-01-20 00:54:53+00:00,1.35123,1.3533499999999998,1.35092,1.3533499999999998,0,2014-01-20 02:04:46+00:00,2014-01-20 01:14:40+00:00,1.35119,1.35127
2014-01-20 02:04:46+00:00,1.35332,1.353885,1.352475,1.3538700000000001,0,2014-01-20 06:48:23+00:00,2014-01-20 03:32:58+00:00,1.35333,1.35334
2014-01-20 06:48:24+00:00,1.35388,1.35477,1.35345,1.35434,0,2014-01-20 07:51:48+00:00,2014-01-20 07:19:02+00:00,1.35385,1.35388
2014-01-20 08:09:08+00:00,1.35434,1.35591,1.3541400000000001,1.3557,0,2014-01-20 08:51:54+00:00,2014-01-20 08:14:25+00:00,1.35431,1.35437
2014-01-20 08:54:47+00:00,1.3556849999999998,1.3565,1.35454,1.356455,0,2014-01-20 13:14:18+00:00,2014-01-20 11:31:39+00:00,1.3556599999999999,1.35571
2014-01-20 13:14:24+00:00,1.356475,1.356795,1.355295,1.35585,0,2014-01-20 16:21:35+00:00,2014-01-20 21:57:56+00:00,1.35645,1.3565
2014-01-20 22:11:20+00:00,1.35578,1.355995,1.354035,1.354435,0,2014-01-20 22:42:11+00:00,2014-01-21 00:27:12+00:00,1.35579,1.35588
2014-01-21 00:55:47+00:00,1.3545150000000001,1.35534,1.353685,1.355315,0,2014-01-21 01:58:22+00:00,2014-01-21 01:23:29+00:00,1.35449,1.35454
2014-01-21 02:00:12+00:00,1.3553,1.355985,1.3541050000000001,1.35545,0,2014-01-21 02:03:56+00:00,2014-01-21 04:56:33+00:00,1.35529,1.35533
2014-01-21 07:15:10+00:00,1.3554599999999999,1.35628,1.35288,1.35316,0,2014-01-21 07:34:35+00:00,2014-01-21 08:05:54+00:00,1.35542,1.3555
2014-01-21 08:06:45+00:00,1.353105,1.3543349999999998,1.352515,1.352585,0,2014-01-21 10:52:19+00:00,2014-01-21 10:00:43+00:00,1.35309,1.3531
2014-01-21 11:40:11+00:00,1.352525,1.354055,1.351645,1.354055,0,2014-01-21 13:59:25+00:00,2014-01-21 12:02:11+00:00,1.35251,1.35251
2014-01-21 14:00:51+00:00,1.354345,1.356895,1.354345,1.35577,0,2014-01-21 16:21:42+00:00,2014-01-21 14:00:51+00:00,1.35433,1.35436
2014-01-22 00:00:05+00:00,1.35578,1.357245,1.35553,1.3566150000000001,0,2014-01-22 00:33:36+00:00,2014-01-22 00:08:21+00:00,1.35577,1.35581
2014-01-22 00:33:57+00:00,1.3566449999999999,1.35767,1.35616,1.35767,0,2014-01-22 03:25:53+00:00,2014-01-22 00:43:00+00:00,1.35662,1.35667
2014-01-22 03:25:53+00:00,1.35768,1.358005,1.355305,1.35543,0,2014-01-22 03:27:48+00:00,2014-01-22 06:04:09+00:00,1.35765,1.35767
2014-01-22 06:07:58+00:00,1.35545,1.355925,1.35406,1.3547250000000002,0,2014-01-22 07:03:39+00:00,2014-01-22 08:01:49+00:00,1.3554300000000001,1.35547
2014-01-22 08:12:18+00:00,1.354735,1.35511,1.35347,1.35511,0,2014-01-22 11:27:15+00:00,2014-01-22 08:56:29+00:00,1.35472,1.35474
2014-01-22 11:27:19+00:00,1.3551250000000001,1.35836,1.35395,1.354575,0,2014-01-22 13:54:04+00:00,2014-01-22 17:02:10+00:00,1.35514,1.35514
2014-01-22 23:18:36+00:00,1.354645,1.3549250000000002,1.35336,1.3537,0,2014-01-22 23:30:15+00:00,2014-01-23 00:31:16+00:00,1.35459,1.3547
2014-01-23 00:34:32+00:00,1.35371,1.35569,1.35305,1.35557,0,2014-01-23 02:44:43+00:00,2014-01-23 00:49:41+00:00,1.3537,1.35373
